ticker,open,high,low,close,volume,amount,marketCap,shares,foreignersShares,foreignersRate,exhaustionShares,exhsuationRate,name,market,KRXIndustry,products,IPO,industryCode,industryName,sectorCode,sectorName
053950,612,616,611,614,166059,101947662,47982477812,78147358,1127277,1.4404297,78147358,1.4404297,경남제약,KOSDAQ,의약품 제조업,PCB 드릴가공,2001-11-06,WI410,건강관리,G35,건강관리
002100,9610,9750,9580,9740,31199,302640375,190149880500,19522575,139553,0.70996094,19522575,0.70996094,경농,KOSPI,"비료, 농약 및 살균, 살충제 제조업","완제농약(잡초약,살충제,살균제) 제조",1977-06-30,WI110,화학,G15,소재
009450,79300,79300,78500,78800,36678,2887424450,1148005049600,14568592,1366242,9.3828125,14568592,9.3828125,경동나비엔,KOSPI,가정용 기기 제조업,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매",1993-08-31,WI310,"화장품,의류",G25,경기관련소비재
267290,20700,20800,20500,20600,14099,291505700,121445363600,5895406,471369,8.0,5895406,8.0,경동도시가스,KOSPI,연료용 가스 제조 및 배관공급업,도시가스,2017-05-12,WI800,유틸리티,G55,유틸리티
012320,62300,62900,60700,61900,7447,457497350,146394923700,2365023,71304,3.0097656,2365023,3.0097656,경동인베스트,KOSPI,기타 금융업,지주회사,1997-03-07,WI200,비철금속,G15,소재
011040,5940,5990,5880,5950,31020,183615485,183074157700,30768766,607978,1.9804688,30768766,1.9804688,경동제약,KOSDAQ,의약품 제조업,"듀오로반정, 발디핀정, 아트로반정 등",1992-12-18,WI410,건강관리,G35,건강관리
000050,7270,7340,7220,7320,15951,115855970,200679776400,27415270,312665,1.1396484,27415270,1.1396484,경방,KOSPI,종합 소매업,"섬유류(면사,면혼방사,면직물,면혼방직물,화섬사,화섬직물) 제조,도매,수출입",1956-03-03,WI310,"화장품,의류",G25,경기관련소비재
214390,5360,5470,5300,5440,27675,149249000,130053318400,23906860,296865,1.2402344,23906860,1.2402344,경보제약,KOSPI,기초 의약물질 제조업,"아토르바스타틴, 세프티족심, 세프트리약손",2015-06-29,WI410,건강관리,G35,건강관리
012610,3135,3160,3110,3125,41252,128760763,130051140625,41616365,1556146,3.7402344,41616365,3.7402344,경인양행,KOSPI,기초 화학물질 제조업,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입",1995-10-05,WI110,화학,G15,소재
009140,20600,20850,20600,20650,1047,21602125,32436958050,1570797,153675,9.78125,1570797,9.78125,경인전자,KOSPI,전자부품 제조업,"스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매",1989-06-20,WI630,IT가전,G45,IT
024910,1595,1601,1577,1593,64073,101357298,57059674965,35819005,760086,2.1191406,35819005,2.1191406,경창산업,KOSDAQ,자동차 신품 부품 제조업,"각종 케이블, 개폐랫치, 리저브탱크, 밴드류, 페달류, 오토트랜스미션부품, 시트용 단품",1994-12-29,WI300,자동차,G25,경기관련소비재
013580,20350,21200,20050,20400,153945,3178526550,182190502800,8930907,615419,6.890625,8930907,6.890625,계룡건설,KOSPI,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",1996-01-30,WI220,건설,G20,산업재
012200,1450,1469,1448,1453,41255,60839803,39554770537,27222829,491390,1.8095703,27222829,1.8095703,계양전기,KOSPI,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신 등), 엔진, 자동차용 모터 제조",1988-07-06,WI300,자동차,G25,경기관련소비재
002140,2685,2695,2670,2680,66044,177091532,66837659000,24939425,989207,3.9707031,24939425,3.9707031,고려산업,KOSPI,"곡물가공품, 전분 및 전분제품 제조업","배합사료,플라스틱용기 제조/부동산 임대",1991-01-14,WI400,필수소비재,G30,필수소비재
049720,10410,10440,10310,10400,73796,766142825,148720000000,14300000,447924,3.1308594,14300000,3.1308594,고려신용정보,KOSDAQ,기타 사업지원 서비스업,"채권추심, 신용조사",2002-01-31,WI250,"상사,자본재",G20,산업재
010130,1043000,1049000,1021000,1027000,15715,16189144000,20563901371000,20023273,2395810,11.96875,20023273,11.96875,고려아연,KOSPI,1차 비철금속 제조업,"연,아연괴 제조,판매",1990-07-28,WI200,비철금속,G15,소재
002240,17840,17870,17720,17800,18857,335483940,480600000000,27000000,1549843,5.7382812,27000000,5.7382812,고려제강,KOSPI,1차 철강 제조업,"PC강선,선재 2차제품,와이어로프,비드와이어,SC(Surpass Coat) Stand,각종선재 제조,도매",1976-05-25,WI210,철강,G15,소재
014570,4610,4640,4595,4620,10179,46920490,50820000000,11000000,265775,2.4199219,11000000,2.4199219,고려제약,KOSDAQ,의약품 제조업,"하벤(종합감기약),뉴로메드(치매치료제)등",2000-12-07,WI410,건강관리,G35,건강관리
348150,6220,6420,6030,6110,601780,3730917205,118649411790,19418889,83396,0.42993164,19418889,0.42993164,고바이오랩,KOSDAQ,자연과학 및 공학 연구개발업,마이크로바이옴 치료제 및 건강기능식품,2020-11-18,WI410,건강관리,G35,건강관리
950190,9660,9810,9630,9730,11226,108639620,126655984070,13017059,2506359,19.25,13017059,19.25,고스트스튜디오,KOSDAQ,소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",2020-08-18,__industryCode__,__industryName__,__sectorCode__,__sectorName__
098460,16820,17020,15640,15790,4306897,70045120720,1084058581450,68654755,12503074,18.203125,68654755,18.203125,고영,KOSDAQ,특수 목적용 기계 제조업,전자제품및반도체생산용 3차원 납도포검사장비,2008-06-03,WI610,IT하드웨어,G45,IT
035290,390,398,383,387,171714,66886769,18450797760,47676480,330438,0.6899414,47676480,0.6899414,골드앤에스,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업","방과후컴퓨터상설반,교재및CD",1999-12-07,WI332,교육,G25,경기관련소비재
215000,62400,62400,61500,61800,22656,1400474250,387820647000,6275415,1441165,22.96875,6275415,22.96875,골프존,KOSDAQ,소프트웨어 개발 및 공급업,골프시뮬레이터,2015-04-03,WI320,"호텔,레저",G25,경기관련소비재
121440,5660,5680,5620,5650,67008,378699140,242028021700,42836818,911144,2.1308594,42836818,2.1308594,골프존홀딩스,KOSDAQ,상품 중개업,골프시뮬레이터,2011-05-20,WI310,"화장품,의류",G25,경기관련소비재
366030,4335,4370,4295,4365,62995,273048774,98884055250,22653850,367897,1.6201172,22653850,1.6201172,공구우먼,KOSDAQ,의복 액세서리 제조업,플러스사이즈 여성용 의류 및 잡화,2022-03-23,WI310,"화장품,의류",G25,경기관련소비재
009290,6220,6460,6110,6120,137541,852735435,320815608120,52420851,8818171,16.8125,52420851,16.8125,광동제약,KOSPI,의약품 제조업,"의약품,식음료 제조,도매",1989-11-17,WI410,건강관리,G35,건강관리
014200,0,0,0,6040,0,0,91311391200,15117780,291895,1.9296875,15117780,1.9296875,광림,KOSDAQ,자동차용 엔진 및 자동차 제조업,"전기공사용 특수차량 및 중량물 운반용 크레인을 생산, 판매하는 제조업체",1993-07-07,__industryCode__,__industryName__,__sectorCode__,__sectorName__
017040,1135,1135,1111,1122,304929,342387485,48624804030,43337615,3159779,7.2890625,43337615,7.2890625,광명전기,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역",1990-09-14,WI230,기계,G20,산업재
029480,2820,2880,2755,2815,235818,665480827,158486991275,56300885,1168619,2.0800781,56300885,2.0800781,광무,KOSDAQ,통신 및 방송 장비 제조업,"네트워크 통합사업,네트워크 장비, 光 전송장비, S/W 제조, 네트워크관리",1996-08-27,WI630,IT가전,G45,IT
017900,1885,1918,1885,1904,32903,62676143,110324924752,57943763,10519740,18.15625,57943763,18.15625,광전자,KOSPI,반도체 제조업,"트랜지스터,SMD TR,발광소자,리모콘모듈,발광다이오드(L.E.D),다이오드용웨이퍼팹(Fab) 제조,판매",1996-10-16,WI610,IT하드웨어,G45,IT
037710,30850,30950,30600,30650,17567,540299675,243887873500,7957190,410075,5.1484375,7957190,5.1484375,광주신세계,KOSPI,종합 소매업,백화점,2002-02-07,WI340,소매(유통),G25,경기관련소비재
026910,2840,2860,2815,2845,2712,7701555,18223377225,6405405,51951,0.8100586,6405405,0.8100586,광진실업,KOSDAQ,1차 철강 제조업,마봉,1996-01-03,WI210,철강,G15,소재
030610,10010,10040,9830,9990,184101,1832709555,1138489980390,113962961,2134671,1.8701172,113962961,1.8701172,교보증권,KOSPI,금융 지원 서비스업,"유가증권 매매,중개,대리,인수",2002-07-18,WI510,증권,G40,금융
339770,4715,4745,4620,4640,140316,652615440,231837971200,49965080,870379,1.7402344,49965080,1.7402344,교촌에프앤비,KOSPI,음·식료품 및 담배 도매업,치킨 프랜차이즈,2020-11-12,WI400,필수소비재,G30,필수소비재
053270,2185,2220,2185,2205,42449,93479083,60439943025,27410405,575752,2.0996094,27410405,2.0996094,구영테크,KOSDAQ,자동차 신품 부품 제조업,엔진 브라켓(Engine Bracket) 등,2002-02-07,WI300,자동차,G25,경기관련소비재
007690,38200,38300,37200,37600,21789,819512150,348207283200,9260832,1751250,18.90625,9260832,18.90625,국도화학,KOSPI,기초 화학물질 제조업,"에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매",1989-08-05,WI110,화학,G15,소재
001140,0,0,0,2110,0,0,33456978680,15856388,59163,0.3701172,15856388,0.3701172,국보,KOSPI,도로 화물 운송업,"화물자동차운송,콘테이너운송,수출입화물보관,도로운송,CY보관,하역",1989-12-02,__industryCode__,__industryName__,__sectorCode__,__sectorName__
066620,23100,23150,22500,22650,8049,183374900,169875000000,7500000,866326,11.546875,7500000,11.546875,국보디자인,KOSDAQ,실내건축 및 건축마무리 공사업,인테리어디자인,2002-09-05,WI220,건설,G20,산업재
043650,4560,4620,4510,4600,36853,168004910,82148198400,17858304,210429,1.1796875,17858304,1.1796875,국순당,KOSDAQ,알코올음료 제조업,탁주 및 약주,2000-08-24,WI400,필수소비재,G30,필수소비재
006050,1310,1310,1281,1291,113786,146714476,45049758713,34895243,3237692,9.28125,34895243,9.28125,국영지앤엠,KOSDAQ,유리 및 유리제품 제조업,강화유리,1994-10-07,WI220,건설,G20,산업재
060480,1757,1790,1740,1763,22706,39915778,19551670000,11090000,96243,0.8701172,11090000,0.8701172,국일신동,KOSDAQ,1차 비철금속 제조업,황동봉,2014-12-29,WI200,비철금속,G15,소재
078130,478,482,473,477,717832,341330327,537772600467,1127405871,2589098,0.22998047,1127405871,0.22998047,국일제지,KOSDAQ,기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)",2004-10-22,WI200,비철금속,G15,소재
307750,4085,4095,4025,4025,107944,436847900,201621225750,50092230,524358,1.0498047,50092230,1.0498047,국전약품,KOSDAQ,의약품 제조업,기업 인수 및 합병,2018-12-19,WI410,건강관리,G35,건강관리
002720,4625,4630,4560,4630,75083,344639231,97970022160,21159832,498245,2.3496094,21159832,2.3496094,국제약품,KOSPI,의약품 제조업,"항생제,안약,제약 제조,도매",1975-12-27,WI410,건강관리,G35,건강관리
035080,14660,14830,14640,14640,22604,332821020,200225394720,13676598,465644,3.4003906,13676598,3.4003906,그래디언트,KOSDAQ,무점포 소매업,전자상거래,1999-07-05,WI340,소매(유통),G25,경기관련소비재
318060,9050,9310,9040,9150,351356,3224043605,101004809550,11038777,1813,0.020004272,11038777,0.020004272,그래피,KOSDAQ,합성고무 및 플라스틱 물질 제조업,"형상기억 투명교정장치, 3D프린팅 소재, 질소경화기 등",2025-08-25,WI602,IT서비스,G45,IT
453450,19000,19820,19000,19500,46654,908144430,154883625000,7942750,70215,0.8798828,7942750,0.8798828,그리드위즈,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업","수요관리 서비스, 전기차 충전기 모뎀 등",2024-06-14,WI800,유틸리티,G55,유틸리티
204020,2445,2460,2420,2445,108039,263174690,47557284240,19450832,1049218,5.390625,19450832,5.390625,그리티,KOSDAQ,봉제의복 제조업,"내의(원더브라, 플레이텍스, 미싱도로시, 르페)",2018-07-23,WI310,"화장품,의류",G25,경기관련소비재
402490,9270,9400,9150,9190,173635,1603269530,152176180720,16558888,127711,0.77001953,16558888,0.77001953,그린리소스,KOSDAQ,반도체 제조업,반도체 및 디스플레이 장비 보호코팅 및 소재,2023-11-24,WI620,반도체,G45,IT
114450,2720,2745,2690,2730,99177,269228129,54600000000,20000000,565489,2.8300781,20000000,2.8300781,그린생명과학,KOSDAQ,기초 의약물질 제조업,의약품 중간체 등,2009-12-22,WI410,건강관리,G35,건강관리
083420,7720,7770,7590,7650,70943,544402760,183600000000,24000000,425302,1.7695312,24000000,1.7695312,그린케미칼,KOSPI,기타 화학제품 제조업,"비이온계면활성제 제조,도매",2005-10-20,WI110,화학,G15,소재
186230,6510,6680,6490,6580,44428,290192460,71854837040,10920188,245710,2.25,10920188,2.25,그린플러스,KOSDAQ,1차 비철금속 제조업,"첨단유리온실, 온실용자재설치공사, 알루미늄 압출/가공제품",2019-08-07,WI220,건설,G20,산업재
014530,3345,3395,3345,3355,127638,428638015,116986904100,34869420,726183,2.0800781,34869420,2.0800781,극동유화,KOSPI,석유 정제품 제조업,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소",1991-01-31,WI100,에너지,G10,에너지
900070,453,453,445,449,46339,20834800,24131041632,53743968,1795535,3.3398438,53743968,3.3398438,글로벌에스엠,KOSDAQ,기타 금융업,"자회사 제품 : IT기기용 정밀 화스너부품(스크류, 샤프트, 스프링)",2009-12-23,__industryCode__,__industryName__,__sectorCode__,__sectorName__
204620,5650,5960,5560,5840,2495084,14509799070,410454647200,70283330,10107893,14.3828125,70283330,14.3828125,글로벌텍스프리,KOSDAQ,금융 지원 서비스업,환급창구운영사업,2014-11-19,WI500,은행,G40,금융
019660,2895,2960,2895,2915,8478,24774620,40647730695,13944333,0,0.0,13944333,0.0,글로본,KOSDAQ,상품 종합 도매업,화장품 외,1992-06-04,WI310,"화장품,의류",G25,경기관련소비재
014280,5310,5320,5110,5180,501723,2601333570,151926069260,29329357,661098,2.25,29329357,2.25,금강공업,KOSPI,1차 철강 제조업,"건설가설재,강관,거푸집 제조,판매",1988-09-10,WI220,건설,G20,산업재
053260,4580,4585,4460,4475,88907,400245029,83772000000,18720000,110063,0.58984375,18720000,0.58984375,금강철강,KOSDAQ,1차 철강 제조업,"냉연압연강판, 산세코일",2002-01-04,WI210,철강,G15,소재
008870,60300,60400,58800,60300,1508,90469400,60300000000,1000000,4833,0.47998047,1000000,0.47998047,금비,KOSPI,유리 및 유리제품 제조업,"유리제품(주류병) 제조/화장품 도소매,수입(병제조기기)",1990-06-08,WI200,비철금속,G15,소재
001570,0,0,0,9900,0,0,633275240400,63967196,3561549,5.5703125,63967196,5.5703125,금양,KOSPI,기초 화학물질 제조업,"발포제,사카린,OPTSA,베나졸,TCA 제조",1976-12-17,WI630,IT가전,G45,IT
282720,9540,9690,9460,9630,47656,456962100,116710785000,12119500,142156,1.1699219,12119500,1.1699219,금양그린파워,KOSDAQ,전기 및 통신 공사업,"플랜트, 발전소 및 신재생에너지 발전소 공사 및 용역",2023-03-13,WI100,에너지,G10,에너지
002990,4050,4070,3995,4010,85316,343551080,148357007600,36996760,682490,1.8398438,36996760,1.8398438,금호건설,KOSPI,건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",1976-06-26,WI220,건설,G20,산업재
011780,112100,112500,108800,109400,109847,12092006900,2894678817800,26459587,4992396,18.875,26459587,18.875,금호석유화학,KOSPI,기초 화학물질 제조업,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매",1988-01-22,WI110,화학,G15,소재
214330,605,607,591,598,260708,155638634,130335648222,217952589,3559778,1.6298828,217952589,1.6298828,금호에이치티,KOSPI,자동차 신품 부품 제조업,자동차용 전구 및 LED모듈,2015-11-11,WI300,자동차,G25,경기관련소비재
001210,848,857,835,850,182161,154064778,52320897450,61553997,7948162,12.90625,61553997,12.90625,금호전기,KOSPI,전구 및 조명장치 제조업,"형광등,백열전구,전구식현광등,실드빔(차량용전조) 제조,판매",1973-11-15,WI640,디스플레이,G45,IT
073240,4990,5000,4890,4920,652935,3213254644,1413320612040,287260287,21044146,7.328125,287260287,7.328125,금호타이어,KOSPI,고무제품 제조업,"타이어,튜브 제조,도매,무역",2005-02-17,WI300,자동차,G25,경기관련소비재
036190,32800,33150,32400,32400,12234,399761175,194400000000,6000000,1306482,21.765625,6000000,21.765625,금화피에스시,KOSDAQ,전기 및 통신 공사업,"설비,철물,전기,강구조물",2000-12-26,WI220,건설,G20,산업재
049080,487,494,485,487,166026,81323721,41338189989,84883347,924048,1.0898438,84883347,1.0898438,기가레인,KOSDAQ,전자부품 제조업,RF통신부품 및 반도체 장비,2013-12-19,WI610,IT하드웨어,G45,IT
420770,31550,37500,31250,36500,419868,14823206000,462665167000,12675758,365428,2.8808594,12675758,2.8808594,기가비스,KOSDAQ,특수 목적용 기계 제조업,반도체 기판용 광학검사 및 수리장비,2023-05-24,WI620,반도체,G45,IT
035460,1825,1865,1817,1835,37208,68352332,26749418900,14577340,206601,1.4199219,14577340,1.4199219,기산텔레콤,KOSDAQ,통신 및 방송 장비 제조업,"광모듈, 에코 켄슬러, 중계기, VoIP Server등",1999-11-18,WI250,"상사,자본재",G20,산업재
092440,2590,2595,2565,2575,16713,43095415,75190000000,29200000,18484844,63.3125,29200000,63.3125,기신정기,KOSPI,특수 목적용 기계 제조업,"몰드베이스,금형부품,정밀기계기구 제조,도매,무역",2007-10-30,WI230,기계,G20,산업재
000270,101700,101900,100500,101400,1317017,133138895300,39930231978000,393789270,157473702,40.0,393789270,40.0,기아,KOSPI,자동차용 엔진 및 자동차 제조업,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",1973-07-21,WI300,자동차,G25,경기관련소비재
024110,20050,20150,19870,19870,761256,15193482680,15844852017030,797425869,110562653,13.859375,797425869,13.859375,기업은행,KOSPI,은행 및 저축기관,은행업,2003-12-24,WI500,은행,G40,금융
013700,1138,1149,1136,1136,59963,68379949,67876942880,59750830,521297,0.8701172,59750830,0.8701172,까뮤이앤씨,KOSPI,건물 건설업,"토목공사,건축공사/부동산 임대",1989-11-30,WI220,건설,G20,산업재
004540,2080,2110,2070,2095,41656,87012085,78019251835,37240693,328606,0.8798828,37240693,0.8798828,깨끗한나라,KOSPI,"펄프, 종이 및 판지 제조업","펄프,판지원지,화장지 제조,수출입",1975-06-25,WI200,비철금속,G15,소재
407400,5970,6005,5920,5930,54434,324487865,87850186620,14814534,490063,3.3105469,14814534,3.3105469,꿈비,KOSDAQ,가구 제조업,"놀이방매트, 유아거실가구 등",2023-02-09,WI310,"화장품,의류",G25,경기관련소비재
187790,1800,1843,1750,1815,338546,606165054,55976106450,30840830,826349,2.6796875,30840830,2.6796875,나노,KOSDAQ,기초 화학물질 제조업,SCR촉매,2014-05-08,WI110,화학,G15,소재
121600,50700,50800,48200,48650,344856,16846447325,594074442150,12211191,1177783,9.6484375,12211191,9.6484375,나노신소재,KOSDAQ,기타 화학제품 제조업,"인듐계 산화물 TCO Target, 반도체 CMP Slurry 등",2011-02-09,WI110,화학,G15,소재
286750,1830,2255,1790,2130,17209422,37726837098,58065256920,27260684,98086,0.36010742,27260684,0.36010742,나노실리칸첨단소재,KOSDAQ,기초 화학물질 제조업,"보안응용제품(M-tag 및 M-pac), 보안소재제품(M-secuprint)",2019-08-19,WI110,화학,G15,소재
247660,4885,5080,4865,5000,21974,109866919,21719600000,4343920,70938,1.6298828,4343920,1.6298828,나노씨엠에스,KOSDAQ,전자부품 제조업,"근적외선 흡수/반사 안료, 자외선 유기형광 안료, 적외선 발광체",2021-03-09,WI110,화학,G15,소재
039860,3535,3580,3480,3480,146369,512666800,111743085360,32110082,662084,2.0605469,32110082,2.0605469,나노엔텍,KOSDAQ,의료용 기기 제조업,의료기기 및 실험기기,2000-08-16,WI410,건강관리,G35,건강관리
091970,607,624,601,614,5343,3257377,22974340702,37417493,213420,0.5698242,37417493,0.5698242,나노캠텍,KOSDAQ,플라스틱제품 제조업,투명전도성관련제품,2007-01-30,WI110,화학,G15,소재
417010,4925,5050,4925,5000,44913,223362955,100863640000,20172728,210562,1.0400391,20172728,1.0400391,나노팀,KOSDAQ,일반 목적용 기계 제조업,전기차용 방열제품,2023-03-03,WI610,IT하드웨어,G45,IT
405920,2655,2655,2600,2635,19260,50383270,33933730260,12878076,45426,0.35009766,12878076,0.35009766,나라셀라,KOSDAQ,음·식료품 및 담배 도매업,와인 도소매,2023-06-02,WI400,필수소비재,G30,필수소비재
051490,4150,4165,4115,4140,31381,129579925,58788000000,14200000,533713,3.7597656,14200000,3.7597656,나라엠앤디,KOSDAQ,특수 목적용 기계 제조업,"금형,사출 및 판금부품",2001-06-12,WI230,기계,G20,산업재
137080,3270,3340,3270,3325,3201,10545270,36772578150,11059422,104437,0.9399414,11059422,0.9399414,나래나노텍,KOSDAQ,특수 목적용 기계 제조업,"디스플레이 장비 (포토, 코팅, 모듈 장비)",2022-02-08,WI640,디스플레이,G45,IT
190510,17200,17310,17100,17190,61330,1054265450,246416501250,14334875,1403959,9.7890625,14334875,9.7890625,나무가,KOSDAQ,전자부품 제조업,"스마트폰 카메라모듈, 노트북 카메라모듈",2015-11-12,WI610,IT하드웨어,G45,IT
242040,1471,1477,1440,1477,326177,476208808,51113451928,34606264,916234,2.6503906,34606264,2.6503906,나무기술,KOSDAQ,소프트웨어 개발 및 공급업,응용소프트웨어 개발 및 공급업,2016-09-07,WI602,IT서비스,G45,IT
293580,1239,1253,1234,1239,354149,439444711,117618208050,94929950,3340579,3.5195312,94929950,3.5195312,나우IB,KOSDAQ,기타 금융업,"투자조합, PEF 결성 및 투자",2018-10-04,WI500,은행,G40,금융
459510,25000,25050,23400,23850,813849,19433395525,304101380700,12750582,172375,1.3496094,12750582,1.3496094,나우로보틱스,KOSDAQ,특수 목적용 기계 제조업,산업용로봇 및 로봇자동화시스템,2025-05-08,WI230,기계,G20,산업재
138610,24850,25300,24500,24850,63860,1588044400,281003601200,11307992,203798,1.7998047,11307992,1.7998047,나이벡,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"치아미백제,치과용 골이식재",2011-07-13,WI410,건강관리,G35,건강관리
130580,5630,6080,5460,5700,156758,912808975,87780000000,15400000,6628490,43.03125,15400000,43.03125,나이스디앤비,KOSDAQ,기타 사업지원 서비스업,기업신용조사 보고서,2011-12-22,WI250,"상사,자본재",G20,산업재
036800,23250,23250,22650,22900,7856,179301550,229000000000,10000000,2378985,23.796875,10000000,23.796875,나이스정보통신,KOSDAQ,전기 통신업,카드 VAN사업,2000-05-03,WI250,"상사,자본재",G20,산업재
267320,3510,3520,3335,3350,1656495,5619063210,191298205700,57103942,1353327,2.3691406,57103942,2.3691406,나인테크,KOSDAQ,특수 목적용 기계 제조업,이차전지 제조 장비,2017-06-22,WI630,IT가전,G45,IT
001260,8010,8100,7900,7940,42750,341300660,78070621680,9832572,217636,2.2109375,9832572,2.2109375,남광토건,KOSPI,토목 건설업,"토목공사,건축공사,기전공사,측량설계시공,용역/철구조물 제조",1976-12-28,WI220,건설,G20,산업재
008350,1160,1164,1151,1152,302243,348961723,148699111680,129079090,2678635,2.0800781,129079090,2.0800781,남선알미늄,KOSPI,1차 비철금속 제조업,알미늄샷시 제조/환경사업,1978-05-22,WI200,비철금속,G15,소재
004270,1018,1030,1012,1017,27087,27598167,36827766720,36212160,490621,1.3496094,36212160,1.3496094,남성,KOSPI,기타 전문 도매업,"수출입(카오디오)/통신기기 제조,판매/이동통신,유선방송,정보통신/생활필수품,식품 판매/부동산 임대",1989-11-14,WI610,IT하드웨어,G45,IT
003920,60100,60100,59000,59400,4754,282891350,356400000000,6000000,447644,7.4609375,6000000,7.4609375,남양유업,KOSPI,동·식물성 유지 및 낙농제품 제조업,"시유,조제분유,발효유,이유밀,치즈,프렌치까페 제조,도매",1978-06-24,WI400,필수소비재,G30,필수소비재
025860,6900,6940,6850,6900,35041,241097150,342784016700,49678843,1550266,3.1191406,49678843,3.1191406,남해화학,KOSPI,"비료, 농약 및 살균, 살충제 제조업","비료(요소,복합비료),공업제품원료 제조,도매",1995-11-10,WI110,화학,G15,소재
111710,4760,4830,4760,4800,3805,18204595,98822400000,20588000,33335,0.16003418,20588000,0.16003418,남화산업,KOSDAQ,스포츠 서비스업,골프장 서비스,2018-11-29,WI320,"호텔,레저",G25,경기관련소비재
091590,3995,4040,3990,4035,28969,116235600,47370900000,11740000,159114,1.3603516,11740000,1.3603516,남화토건,KOSDAQ,건물 건설업,"건축공사, 토목공사",2012-01-31,WI220,건설,G20,산업재
168330,2870,2925,2800,2845,64067,180662020,90342690500,31754900,551220,1.7402344,31754900,1.7402344,내츄럴엔도텍,KOSDAQ,자연과학 및 공학 연구개발업,"백수오 여성호르몬제, 백수오등복합추출물(원료)",2013-10-31,WI310,"화장품,의류",G25,경기관련소비재
094860,1018,1028,1011,1023,32156,32749186,24602709087,24049569,4324238,17.984375,24049569,17.984375,네오리진,KOSDAQ,소프트웨어 개발 및 공급업,게임소프트웨어 제작 및 판매,2007-04-16,WI601,소프트웨어,G50,커뮤니케이션서비스
253590,9570,9600,9300,9490,394057,3714768320,416318366360,43869164,0,0.0,43869164,0.0,네오셈,KOSDAQ,특수 목적용 기계 제조업,반도체 검사장비,2018-04-04,WI620,반도체,G45,IT
212560,6090,6170,5960,5970,123741,752633660,70519078770,11812241,380890,3.2207031,11812241,3.2207031,네오오토,KOSDAQ,자동차 신품 부품 제조업,"피니언 기어, 디프 어셈블리, 대형기어",2015-11-18,WI300,자동차,G25,경기관련소비재
095660,28300,28925,28150,28700,106090,3039049750,627290619200,21856816,3869544,17.703125,21856816,17.703125,네오위즈,KOSDAQ,소프트웨어 개발 및 공급업,"피망,스페셜포스",2007-07-02,WI601,소프트웨어,G50,커뮤니케이션서비스
042420,25750,26050,25500,25700,9357,241800525,220861842200,8593846,291776,3.4003906,8593846,3.4003906,네오위즈홀딩스,KOSDAQ,소프트웨어 개발 및 공급업,지주사업,2000-06-27,WI601,소프트웨어,G50,커뮤니케이션서비스
950220,875,887,856,875,599053,523239262,86509031875,98867465,1809125,1.8300781,98867465,1.8300781,네오이뮨텍,KOSDAQ,자연과학 및 공학 연구개발업,면역항암제,2021-03-16,WI410,건강관리,G35,건강관리
311390,9010,9100,8460,8490,375389,3278098350,107430668610,12653789,341367,2.6992188,12653789,2.6992188,네오크레마,KOSDAQ,기타 식품 제조업,기능성 식품 원료,2019-08-22,WI400,필수소비재,G30,필수소비재
085910,3180,3190,3150,3185,16892,53587178,44382395330,13934818,1121530,8.046875,13934818,8.046875,네오티스,KOSDAQ,자동차 신품 부품 제조업,"마이크로비트,샤프트",2007-10-01,WI300,자동차,G25,경기관련소비재
092730,19230,19660,18730,18800,207313,3968519725,301326193200,16027989,2280964,14.2265625,16027989,14.2265625,네오팜,KOSDAQ,기타 화학제품 제조업,생체기능성(아토피)보습제,2007-01-30,WI310,"화장품,의류",G25,경기관련소비재
290660,1184,1213,1153,1164,96361,113492117,58743771912,50467158,695745,1.3798828,50467158,1.3798828,네오펙트,KOSDAQ,의료용 기기 제조업,라파엘스마트글러브 외,2018-11-28,WI410,건강관리,G35,건강관리
306620,2210,2210,2095,2130,556276,1185524904,95880373800,45014260,836042,1.8603516,45014260,1.8603516,네온테크,KOSDAQ,특수 목적용 기계 제조업,기업인수합병,2018-10-31,WI620,반도체,G45,IT
